class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
A,0.0,0.0,-0.19907407407407407,-0.032407407407407406,-0.3611111111111111,-0.16203703703703703,-0.4583333333333333,-0.30092592592592593,-0.5555555555555556,-0.4074074074074074,-0.23148148148148148,-0.4444444444444444,-0.2962962962962963,-0.6574074074074074,-0.3287037037037037,-0.8009259259259259,-0.3425925925925926,-0.9120370370370371,-0.09722222222222222,-0.48148148148148145,-0.12037037037037036,-0.7222222222222222,-0.1388888888888889,-0.8796296296296297,-0.1527777777777778,-1.0,0.027777777777777776,-0.4675925925925926,0.023148148148148147,-0.6990740740740741,0.013888888888888888,-0.8472222222222222,0.004629629629629629,-0.9675925925925926,0.14351851851851852,-0.4166666666666667,0.18055555555555555,-0.5925925925925926,0.19907407407407407,-0.7129629629629629,0.20833333333333334,-0.8194444444444444
A,0.0,0.0,-0.1981981981981982,-0.04954954954954955,-0.34234234234234234,-0.19369369369369369,-0.42342342342342343,-0.32882882882882886,-0.5225225225225225,-0.42342342342342343,-0.22972972972972974,-0.4594594594594595,-0.2927927927927928,-0.6711711711711712,-0.32432432432432434,-0.7972972972972973,-0.34234234234234234,-0.9054054054054054,-0.10810810810810811,-0.4954954954954955,-0.14414414414414414,-0.7297297297297297,-0.16666666666666666,-0.8783783783783784,-0.17567567567567569,-1.0,0.013513513513513514,-0.481981981981982,0.0,-0.7072072072072072,-0.009009009009009009,-0.8468468468468469,-0.013513513513513514,-0.963963963963964,0.13063063063063063,-0.4369369369369369,0.15315315315315314,-0.6081081081081081,0.16666666666666666,-0.7207207207207207,0.17567567567567569,-0.8198198198198198
A,0.0,0.0,-0.19469026548672566,-0.05309734513274336,-0.336283185840708,-0.19469026548672566,-0.415929203539823,-0.336283185840708,-0.5088495575221239,-0.43805309734513276,-0.23008849557522124,-0.46017699115044247,-0.29646017699115046,-0.6637168141592921,-0.3274336283185841,-0.7920353982300885,-0.3495575221238938,-0.8982300884955752,-0.11061946902654868,-0.49557522123893805,-0.1415929203539823,-0.7300884955752213,-0.16371681415929204,-0.8805309734513275,-0.18141592920353983,-1.0,0.008849557522123894,-0.48672566371681414,-0.004424778761061947,-0.7079646017699115,-0.01327433628318584,-0.8451327433628318,-0.017699115044247787,-0.9557522123893806,0.11946902654867257,-0.4424778761061947,0.1415929203539823,-0.6106194690265486,0.1504424778761062,-0.7256637168141593,0.1592920353982301,-0.8185840707964602
A,0.0,0.0,-0.20361990950226244,-0.058823529411764705,-0.35294117647058826,-0.21266968325791855,-0.4343891402714932,-0.37104072398190047,-0.5339366515837104,-0.47058823529411764,-0.2398190045248869,-0.4841628959276018,-0.2986425339366516,-0.6877828054298643,-0.33031674208144796,-0.8144796380090498,-0.34841628959276016,-0.918552036199095,-0.11764705882352941,-0.5158371040723982,-0.14479638009049775,-0.751131221719457,-0.16289592760180996,-0.8914027149321267,-0.17647058823529413,-1.0,0.004524886877828055,-0.502262443438914,-0.004524886877828055,-0.7239819004524887,-0.01809954751131222,-0.8597285067873304,-0.02262443438914027,-0.9683257918552036,0.11764705882352941,-0.4479638009049774,0.14479638009049775,-0.6199095022624435,0.1583710407239819,-0.7330316742081447,0.167420814479638,-0.832579185520362
A,0.0,0.0,-0.20270270270270271,-0.05855855855855856,-0.35585585585585583,-0.21621621621621623,-0.4369369369369369,-0.3738738738738739,-0.536036036036036,-0.47297297297297297,-0.24324324324324326,-0.481981981981982,-0.30180180180180183,-0.6891891891891891,-0.3333333333333333,-0.8108108108108109,-0.35585585585585583,-0.918918918918919,-0.12162162162162163,-0.5135135135135135,-0.14864864864864866,-0.7477477477477478,-0.17117117117117117,-0.8918918918918919,-0.18468468468468469,-1.0,0.0,-0.5,-0.009009009009009009,-0.7252252252252253,-0.02252252252252252,-0.8648648648648649,-0.02702702702702703,-0.972972972972973,0.11261261261261261,-0.45045045045045046,0.13963963963963963,-0.6216216216216216,0.15315315315315314,-0.7387387387387387,0.16666666666666666,-0.8378378378378378
A,0.0,0.0,-0.19111111111111112,-0.057777777777777775,-0.3422222222222222,-0.19111111111111112,-0.44,-0.3022222222222222,-0.5422222222222223,-0.3688888888888889,-0.2222222222222222,-0.4888888888888889,-0.28444444444444444,-0.6888888888888889,-0.31555555555555553,-0.8133333333333334,-0.3422222222222222,-0.9155555555555556,-0.10222222222222223,-0.52,-0.1288888888888889,-0.7466666666666667,-0.14666666666666667,-0.8888888888888888,-0.16444444444444445,-1.0,0.017777777777777778,-0.49777777777777776,0.013333333333333334,-0.7111111111111111,0.0044444444444444444,-0.8488888888888889,0.0,-0.96,0.12444444444444444,-0.43555555555555553,0.15555555555555556,-0.5955555555555555,0.1688888888888889,-0.7066666666666667,0.18222222222222223,-0.8044444444444444
A,0.0,0.0,-0.1902654867256637,-0.05309734513274336,-0.34513274336283184,-0.17256637168141592,-0.4469026548672566,-0.27876106194690264,-0.5530973451327433,-0.34513274336283184,-0.22123893805309736,-0.4823008849557522,-0.27876106194690264,-0.6858407079646017,-0.3141592920353982,-0.8097345132743363,-0.3407079646017699,-0.915929203539823,-0.09292035398230089,-0.5132743362831859,-0.11504424778761062,-0.7433628318584071,-0.13274336283185842,-0.8849557522123894,-0.14601769911504425,-1.0,0.02654867256637168,-0.4911504424778761,0.030973451327433628,-0.7079646017699115,0.022123893805309734,-0.8407079646017699,0.022123893805309734,-0.9557522123893806,0.13716814159292035,-0.42920353982300885,0.17256637168141592,-0.5929203539823009,0.1902654867256637,-0.7035398230088495,0.20353982300884957,-0.7964601769911505
A,0.0,0.0,-0.2,-0.05333333333333334,-0.35555555555555557,-0.18666666666666668,-0.4488888888888889,-0.31555555555555553,-0.5422222222222223,-0.40444444444444444,-0.2311111111111111,-0.4888888888888889,-0.28888888888888886,-0.6888888888888889,-0.3244444444444444,-0.8088888888888889,-0.3466666666666667,-0.9111111111111111,-0.1111111111111111,-0.52,-0.13777777777777778,-0.7466666666666667,-0.15555555555555556,-0.8888888888888888,-0.16444444444444445,-1.0,0.008888888888888889,-0.5066666666666667,0.0,-0.72,-0.008888888888888889,-0.8488888888888889,-0.013333333333333334,-0.9555555555555556,0.12,-0.4533333333333333,0.14222222222222222,-0.6177777777777778,0.16,-0.7244444444444444,0.17333333333333334,-0.8177777777777778
A,0.0,0.0,-0.19911504424778761,-0.05309734513274336,-0.3584070796460177,-0.18141592920353983,-0.4557522123893805,-0.2920353982300885,-0.5663716814159292,-0.3672566371681416,-0.2345132743362832,-0.49557522123893805,-0.2920353982300885,-0.6902654867256637,-0.3274336283185841,-0.8097345132743363,-0.35398230088495575,-0.911504424778761,-0.11061946902654868,-0.5265486725663717,-0.1415929203539823,-0.7522123893805309,-0.1592920353982301,-0.8893805309734514,-0.17256637168141592,-1.0,0.004424778761061947,-0.5088495575221239,-0.004424778761061947,-0.7168141592920354,-0.01327433628318584,-0.8451327433628318,-0.022123893805309734,-0.9557522123893806,0.11946902654867257,-0.45132743362831856,0.1504424778761062,-0.6150442477876106,0.168141592920354,-0.7212389380530974,0.18141592920353983,-0.8185840707964602
A,0.0,0.0,-0.19555555555555557,-0.04888888888888889,-0.36,-0.16444444444444445,-0.47555555555555556,-0.26222222222222225,-0.6,-0.31555555555555553,-0.24,-0.49777777777777776,-0.29777777777777775,-0.6933333333333334,-0.3244444444444444,-0.8133333333333334,-0.3466666666666667,-0.9155555555555556,-0.11555555555555555,-0.5288888888888889,-0.14222222222222222,-0.76,-0.16,-0.8977777777777778,-0.17777777777777778,-1.0,0.0,-0.5066666666666667,0.0044444444444444444,-0.7244444444444444,-0.0044444444444444444,-0.8577777777777778,-0.008888888888888889,-0.96,0.1111111111111111,-0.4444444444444444,0.15555555555555556,-0.6,0.18666666666666668,-0.6977777777777778,0.21333333333333335,-0.7777777777777778
